Cod Transaccion;Num. unidades;Valor unidad para las operaciones del dia t;Valor fondo al cierre del dia t;Num. Invers.;Rentab. dia;Rentab. mes;Rentab. sem;Rentab. ano
13764;5023789.178;4548.21;22849235450.86;44;-3.455408;-5.715861;-7.731012;-29.936113
13765;22556845.491;43877.05;989727838748.54;3;7.751571;14.656058;-5.292061;3.036617
13766;309038110766555.25;0.00;15207485966.66;7;-4.567378;-5.218545;-7.533866;20.66898
13767;60142984.832;15650.29;941254876054.97;1;12.934514;11.626165;4.577819;4.559788
13768;14745309.863;17411.44;256737073120.11;2;20.960644;19.395103;8.082014;5.824522
13769;6570375.424;17297.22;113649250008.16;3;21.191914;10.63459;12.842333;7.032818
13770;482214450.496;1431.65;690364049856.82;6;-0.280136;-0.414934;-7.799719;12.361888
13771;47431080.243;15192.52;720597855167.46;2;19.670902;18.040092;9.095568;9.451213
13772;14339975.456;7373.93;105741919840.68;5;-0.748645;-1.091264;4.623963;1.873203
13773;10211789.961;7254.79;74084354790.06;12;-1.269077;-3.396236;3.698107;1.226429
13774;390610547.922;181.50;70895715735.94;10;-2.542469;-3.082048;-43.049473;-13.446776
13775;3268200.385;17684.81;57797490050.77;12;-0.7647;-1.420963;18.154263;9.312268
13776;136694.134;17803.98;2433699055.14;4;-0.736127;-1.301731;18.367985;9.30605
13777;3473503;6497.81;22570156461.31;3;-0.487954;-0.98873;89.27748;32.376724
13778;41679;10780.12;449304676.82;1;0.0;-14.087741;158.1967;36.246082
13779;2380000;10864.03;25856380405.69;10;0.0;-5.64E-4;3.068026;0.0
13780;2590893;10695.75;27711535706.31;4;0.0;-14.195153;158.13141;36.118366
13781;4110364;9462.23;38893191103.47;9;-1.180309;-16.90347;157.85378;33.134197
13782;255516.42;8963.60;2290347102.25;3;-5.951713;-22.93902;-13.032686;-9.16868
13783;11952868.066;11296.31;135023333329.81;2;19.720518;18.732689;2.034091;7.485494
13784;42394740.09;10802.76;457980349610.92;2;-6.347982;13.26515;11.796529;0.0
13785;1173459.078;6869.51;8061086678.96;28;-1.929923;-0.610403;-13.377931;-26.139229
13786;445965.052;6993.95;3119056163.86;2;-2.031088;-1.497293;-13.853031;-23.648045
13787;121580000;13583.20;1651445323424.14;1671;0.0;67.79085;66.22746;28.264008
13788;6022260.865;14289.90;86037086483.90;2;8.664231;11.100061;11.591875;11.653623
13789;17777720.894;19103.61;339618563939.95;7;9.037581;11.481758;11.975246;12.03721
13790;19050701.155;16594.36;316134099082.17;37;8.877261;11.317854;11.81133;11.872846
13791;43958771.92;12682.78;557519546284.78;385;9.737778;12.198099;12.695488;12.768741
13792;21748911.505;16343.42;355451691441.52;126;10.063979;12.5311;13.041059;13.097458
13793;534891.991;23698.43;12670505315.23;8499;9.521379;11.976537;12.472108;12.534403
13794;84133572.493;20575.60;1731098437244.91;5;9.521379;11.97637;12.472052;12.534285
13795;13009452.249;20099.03;261477364595.75;2;10.173144;12.642697;13.141345;13.203938
13796;12327425.286;13236.77;163175266365.48;1801;9.629472;12.088946;12.583634;12.64717
13797;33733703.019;35048.83;1181020266473.07;33554;7.628801;10.438691;10.83851;11.120653
13798;2174828.103;33301.39;72374077675.07;67106;8.420072;11.276128;11.68021;11.963172
13799;23451163.086;41756.52;979238988510.06;574;9.601821;12.489166;12.897718;13.185107
13800;12979971.683;34760.89;451198835030.24;6364;8.526452;11.387668;11.792033;12.076013
13801;7911534.447;35818.37;283378243503.57;425;8.633041;11.496333;11.910602;12.19143
13802;10845.946;43869.61;475807445.54;173;10.037943;12.936197;13.344752;13.631235
13803;37016977.283;12560.24;464942280015.67;3;9.061493;11.9341;12.339061;12.622997
13804;17510711.822;38034.23;666006423173.75;197;8.739839;11.611274;12.003418;12.295564
13805;2341404.38;12577.98;29450145268.00;1;9.710528;12.600183;13.007525;13.293157
13806;4350709.837;36860.13;160367739304.81;2;8.579721;11.439673;11.84322;12.12572
13807;4759090.772;34481.48;163637520727.92;16;8.420072;11.275873;11.678407;11.960726
13808;1739180.767;3893.25;6771072697.52;262;12.524982;-13.143056;12.120244;14.745364
13809;88647.324;12744.55;1129770490.92;3;-2.33604;-8.061139;3.781079;-16.76786
13810;65625.205;12714.29;834378167.08;179;-2.575441;-9.289861;3.417406;-16.98852
13811;456885.45;16239.86;7419756661.10;1484;7.588076;9.845427;17.218159;12.827203
13812;37067.798;16830.61;623873678.29;271;8.06593;10.33328;17.738663;13.328262
13813;1666.329;16565.06;27602843.33;5;7.853022;10.115919;17.50676;13.105022
13814;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
13815;79797.306;10117.85;807377382.63;2;11.554782;13.131146;0.0;0.0
13816;22751478.698;12643.16;287650491084.25;9;10.225033;11.782012;12.199655;12.340167
13817;1533897.898;10076.97;15457043765.47;1;10.888205;10.131581;1.549611;0.767593
13818;6193060.143;13082.72;81022101731.93;2;10.999096;12.566983;12.987551;13.129047
13819;10808216.46;10889.06;117691333097.02;4;10.445639;12.00573;12.424202;-2.886323
13820;217033130.273;18947.13;4112154461965.74;33367;9.894937;11.426097;11.903641;12.018678
13821;6953841.148;14279.20;99295284251.74;2985;-1.545481;78.213615;74.80427;39.691578
13822;3604419.708;13835.90;49870378451.45;2;0.745241;82.376884;78.885155;42.955006
13823;261194.369;12491.37;3262676039.15;2;1.452909;83.65591;0.0;0.0
13824;71;10096.64;716861.56;1;0.68667;11.895128;0.0;0.0
13825;736140.765;11760.23;8657185573.06;1;-0.01507;11.14781;14.434266;-7.301936
13826;6669878.527;28520.77;190230058863.05;4857;-1.306487;9.699787;12.942945;-8.480473
13827;10628586.505;16925.02;179889045216.31;2315;11.238659;6.520271;14.311146;10.28971
13828;125070.752;12041.03;1505980373.98;1;12.019836;7.277012;15.127046;11.066697
13829;16106.783;13112.88;211206333.86;1;5.709424;26.085651;30.96444;28.351793
13830;39.908;10374.16;414007.51;1;6.458305;26.957355;0.0;0.0
13831;8214819.151;19681.92;161683424907.14;3365;4.344297;24.425667;29.263462;26.68678
13832;1330317.693;14998.44;19952695718.85;13;10.243752;6.976053;14.354876;14.315821
13833;3443706.323;14914.76;51360014867.11;1109;10.004854;6.74424;14.105526;14.067415
13834;0;10000.00;0.00;0;-100.0;-90.88264;-19.499025;-5.504746
13835;10;10075.62;100756.19;1;8.902861;7.157437;0.0;0.0
13836;5358229.909;12246.02;65617012047.00;1851;6.710664;5.004266;17.527298;13.312318
13837;1015767.685;9941.85;10098605877.20;315;-0.095288;-0.953728;3.466516;0.0
13838;323.874;10144.15;3285430.55;3;-2.043501;33.74392;0.0;0.0
13839;4577068.683;4680.87;21424681028.36;7;0.322904;-50.68666;-23.423122;-30.148935
13840;34013650.115;19509.54;663590646727.42;278;9.295027;12.713796;13.303021;13.120845
13841;7669104.316;47993.39;368066333140.61;3274;8.873504;12.635004;12.943846;12.77611
13842;4000;10160.56;40642227.14;1;3.853099;44.12434;2.552681;0.0
13843;40;10139.14;405565.58;1;3.443846;43.557198;2.148432;0.0
13844;35960;10171.32;365760530.03;1;4.059033;44.409885;2.756049;0.0
13845;136703.605;10445.32;1427912765.94;5;8.587243;2.621172;8.961503;0.0
13846;2200;10389.51;22856925.14;1;7.035522;1.154478;7.386962;0.0
13847;28;10384.02;290752.46;1;6.928729;1.05357;7.280626;0.0
13848;19800;10394.99;205820719.90;1;7.141111;1.254285;7.4929;0.0
13849;125972;10436.31;1314682772.48;1;7.93974;2.00915;8.294143;0.0
13850;52000;10408.71;541252831.64;1;7.406007;1.504666;7.758664;0.0
13851;4000;10197.79;40791158.54;1;5.134216;36.36132;3.435887;0.0
13852;94457.444;10208.57;964275650.59;2;5.342407;36.631123;3.640698;0.0
13853;40;10176.20;407047.96;1;4.720028;35.824596;3.026195;0.0
13854;93136.473;10411.62;969701376.32;2;2.988297;40.506195;7.760154;0.0
13855;49.756;10378.72;516405.80;2;2.380944;39.67864;7.123546;0.0
13856;4000;10400.64;41602574.25;1;2.785174;40.229305;7.547643;0.0
13857;35960;10629.61;382240735.23;1;-0.472336;46.3009;12.266423;0.0
13858;4000;10618.42;42473667.15;1;-0.66846;46.012905;12.045265;0.0
13859;40;10596.13;423845.39;1;-1.058738;45.440094;11.605581;0.0
13860;35960;10795.82;388217859.96;1;-2.196807;50.0001;15.763093;0.0
13861;4000;10784.47;43137878.72;1;-2.389355;49.70513;15.535288;0.0
13862;40;10761.86;430474.22;1;-2.772379;49.118343;15.082228;0.0
13863;17515987.312;13559.31;237504761139.71;4;0.0;2.307935;-27.334047;-21.08966
13864;15438821.017;10812.60;166933850960.39;4;0.0;60.05578;0.0;0.0
13865;37465247.869;10412.67;390113440014.75;3;0.0;54.331707;0.0;0.0
13866;1242039.789;13760.00;17090472973.87;1;8.721872;11.008197;11.028803;11.582536
13867;429110.531;10862.29;4661123293.88;3;10.026235;12.339912;12.360808;0.0
13868;9757131.693;10578.96;103220297220.07;2;9.153222;11.448589;0.0;0.0
13869;134580087.155;23704.17;3190109819948.67;18878;8.721874;11.0082;11.028818;11.582593
13870;9853712.593;30118.23;296776350063.94;2332;9.528602;13.80271;16.267359;14.970922
13871;100038.609;14508.33;1451393429.83;1;9.528604;13.80271;16.267359;14.970922
13872;2060262.971;10400.25;21427244230.07;40;10.842614;15.167856;0.0;0.0
13873;17766.461;11289.56;200575498.38;1;6.155022;8.321809;23.405375;21.290495
13874;2199379.235;23536.63;51765983182.56;830;6.155027;8.321873;23.40542;21.290503
13875;80194.572;8740.39;700931648.64;1;-1.695747;-18.181393;18.316902;11.972366
13876;25000;9817.59;245439688.53;1;0.270428;0.0;0.0;0.0
13877;3070515.089;9709.92;29814443950.72;1246;-1.695749;-18.181395;18.316902;11.972366
13878;10840772.316;13435.62;145652480556.17;1155;9.347655;10.295713;15.636048;15.976912
13879;88211.052;10047.64;886312667.59;3;10.987464;0.0;0.0;0.0
13880;1468088.572;12545.17;18417417169.02;371;-0.924187;12.812179;14.094876;-0.414417
13881;100000;11367.47;1136747447.27;1;14.926078;16.098885;14.559856;13.556994
13882;2000000;11095.38;22190760290.69;1;13.228236;14.383763;12.867412;0.0
13883;3554667.371;12999.30;46208201500.46;759;12.894656;14.046787;12.534891;11.544468
13884;5366878.005;11183.50;60020505343.39;963;7.601241;34.73331;28.874172;22.65213
13885;690830.405;8328.60;5753649212.00;89;-0.856631;-7.245193;1.537613;-16.414581
13886;332681.052;10479.27;3486253437.32;17;5.530494;10.684259;17.797792;0.0
13887;4869368.161;11098.24;54041412263.77;261;7.887336;11.09356;15.166564;0.0
13888;1263100;10977.39;13865540005.11;1;7.144357;247.54826;0.0;0.0
13889;1281378.607;10920.26;13992983353.63;288;5.561173;242.42914;0.0;0.0
13890;29257.486;252695.31;7393229562.66;2;-4.921093;3.267958;11.581163;11.694418
13891;77872464;13027.36;1014472767358.85;4302;8.768078;10.65315;8.523293;9.747693
13892;10012126.272;35188.24;352309101621.36;3;0.001984;-58.099873;14.721452;24.195097
13893;242305.503;4537.90;1099557583.12;3;2.00446;-11.463833;-2.94542;-55.457382
13894;673337.771;11640.87;7838239764.92;5;0.05723;-16.435612;-20.958256;-33.66927
13895;188202.038;38205.70;7190391298.09;6;0.010171;-11.600608;17.074816;-22.86819
13896;1223302.746;14826.41;18137182425.35;14;0.092393;-58.04391;-9.403154;4.025156
13897;74962.562;10135.91;759813690.57;1;0.078869;-66.76324;-12.924311;2.608559
13898;7099482.712;4018.58;28529872633.03;5;-0.047846;-12.371156;-4.429639;-32.573376
13899;1694615.831;7518.80;12741472255.55;2;0.064508;-30.292965;-34.36202;-28.035501
13900;496952.97;7204.32;3580209111.20;1;0.109388;-30.431498;-34.698833;-27.960548
13901;12207494.467;1139.25;13907356387.05;3;0.02573;-3.779549;-85.69724;-58.64655
13902;491622.898;9692.48;4765047016.25;1;0.157505;-28.946108;-33.284878;-27.660252
13903;33038.625;6258.17;206761260.51;1;0.39858;-1.249557;23.786535;-1.97948
13904;4487698.67;4636.83;20808691325.84;2;0.400325;-7.599158;18.17221;-6.207277
13905;7473430.21;13423.57;100320097194.35;7;1.559192;-5.989432;1.890331;-4.557933
13906;6501829.981;6557.27;42634257042.76;1;0.003735;-10.974815;36.81199;-22.894136
13907;4490942.59;32899.16;147748247424.13;1;0.004654;1.693452;19.363794;33.269196
13908;53680.975;27588.83;1480995100.46;1;0.018708;-0.229178;18.278755;18.249226
13909;7934854.654;24476.73;194219279168.37;4;0.018706;-1.298459;17.181988;17.14673
13910;391685.988;14137.84;5537594229.60;2;0.426693;9.524086;-24.07468;-6.232838
13911;52603911640.663;1.54;81211270262.20;1;0.236706;51.326244;0.947703;1.185441
13912;686131.459;14487.01;9939996244.97;2;0.186299;10.531559;-25.258982;-6.628775
13913;173074088.194;7386.53;1278416908852.89;1;0.179416;6.838533;21.668444;12.855336
13914;6678468.081;6541.29;43685801741.21;1;0.007388;-20.834286;17.394533;-2.837431
13915;5392273.102;2909.46;15688625713.28;1;0.010401;5.274141;1.002097;-9.825035
13916;8979423.755;16021.90;143867469898.26;15;0.002618;42.633636;33.93634;-5.745636
13917;617397.237;11783.41;7275042774.87;3;0.002617;42.016552;30.40033;-6.991349
13918;3748.552;13868.98;51988588.33;1;0.18841;15.764038;14.392827;15.895607
13919;3029223.155;13825.56;41880700657.14;1;0.18841;15.348661;14.310482;15.709168
13920;1442816.46;13878.49;20024114966.52;2;0.188413;15.813948;14.396545;15.906273
13921;39685.355;3629.38;144033170.46;3;4.149906;-97.96883;0.0;0.0
13922;314.645;8408.54;2645703.76;2;4.149967;-60.51411;0.0;0.0
13923;12806660.988;12724.74;162961425707.43;220;10.242556;12.307939;13.30671;12.770589
13924;6158160.442;12590.41;77533742974.01;429;9.806056;11.863284;12.857819;12.322742
13925;148018721.742;12649.26;1872326977205.74;317;9.57978;11.475557;12.383719;12.366383
13926;3291534.267;13158.80;43312645321.70;5;11.01323;12.933737;13.853745;13.836184
13927;41004417.662;12789.84;524440075716.14;10;9.908932;11.810385;12.721267;12.703879
13928;31247451.764;12860.72;401864741083.05;96;10.073873;11.978174;12.890419;12.873006
13929;185057074.751;5535.92;1024461959461.82;7541;9.36089;11.252894;12.159247;12.141946
13930;2841597.785;13351.01;37938211667.22;4;10.939542;10.660432;16.5933;16.78178
13931;937057.947;12833.95;12026154661.15;12;9.835972;9.559632;15.433645;15.620257
13932;21090954.262;40673.53;857843577775.76;4271;9.288302;9.013333;14.858138;15.043823
13933;13041573.062;17606.01;229610123660.37;878;9.467014;1.946156;15.512062;17.51578
13934;1369079.187;12345.65;16902173101.43;3;11.120949;3.486761;17.257076;19.290977
13935;1717406.379;23925.33;41089516544.48;300;-1.410611;18.74353;22.992971;1.489281
13936;126776.637;11280.39;1430090409.59;1;0.581048;21.14114;25.476158;3.53941
13937;2319114.256;15326.82;35544653215.87;184;5.153461;18.778791;17.807653;10.946945
13938;114354.1;10699.99;1223587841.39;1;6.7424;20.573013;19.587255;12.623184
13939;542881.084;18062.56;9805820654.28;2;10.775055;9.224461;15.229372;15.022295
13940;229219.099;18416.75;4221470368.39;2;7.068473;9.877838;17.495861;12.548526
13941;372380.475;14797.85;5510431204.99;2;1.554663;37.933983;64.873764;29.700287
13942;4182176.972;16526.86;69118242768.46;1527;-0.456224;35.204895;61.61329;27.133703
13943;51984.974;12217.35;635118428.77;2;0.745494;36.83582;63.561775;0.0
13944;1136079.94;14304.19;16250697726.62;119;4.773928;13.002988;17.820002;14.511797
13945;88418.348;11543.69;1020674238.04;1;6.357148;14.710198;19.599783;16.24174
13946;7712980.509;15815.07;121981312743.49;304;11.795167;13.228591;14.567323;14.908382
13947;7919562.553;6729.96;53298313891.20;54;9.770427;12.364344;13.461307;13.565811
13948;47148035.066;6520.08;307408760703.89;32;9.277694;11.859998;12.952051;13.056087
13949;9967251.205;15661.16;156098709661.99;29;10.707203;13.323193;14.429491;14.534884
13950;74294753.079;6351.32;471869730541.09;7756;9.059411;11.636569;12.726447;12.830262
13951;5608501.252;10005.06;56113384904.85;14;9.60594;0.0;0.0;0.0
13952;2955073.798;11672.89;34494237207.62;238;0.659471;-6.032457;3.336625;-15.04377
13953;628342.174;15409.62;9682513191.47;286;3.942363;12.675764;22.021992;11.571108
13954;27804.235;14260.72;396508380.29;1;14.789317;15.01223;15.924923;16.86589
13955;3526098.038;29525.69;104110467508.85;868;12.517123;12.735637;13.630313;14.552705
13956;373377.192;10467.73;3908410750.46;68;-2.350868;3.964113;10.815064;0.118503
13957;4841348.597;12264.82;59378282819.17;312;9.067164;12.374137;13.100653;13.737353
13958;251748.944;8266.80;2081158221.95;23;-2.964003;4.723075;4.451933;-5.736609
13959;145424.707;5229.26;760463732.20;3;-1.003638;6.838323;6.561803;-3.832014
13960;878557.324;12614.53;11082584495.71;62;11.231953;12.473135;14.035665;14.363032
13961;50516.168;11631.39;587573337.60;1;12.181164;13.432909;15.008737;15.338889
13962;59950788.191;34305.48;2056640627924.75;1796;37.627018;33.91131;12.33352;-0.617778
13963;14868345.21;24099.01;358312408609.71;2;-0.513243;-1.772317;159.04845;41.6491
13964;62039.39;120661.00;7485734938.08;1;3.694849;-2.729385;1.543779;-10.36166
13965;10789285.599;130266.62;1405483726218.48;16;22.123962;20.547392;13.616676;15.494978
13966;426566.489;473447.17;201956695483.40;3;21.129446;19.626633;13.858053;15.656888
13967;661928.665;298533.55;197607913281.49;1;21.615616;20.07674;13.740464;15.578303
13968;7.735;4464498.35;34532117.90;0;711.3934;758.95856;422.54855;281.6859
13969;3.46;64525569.14;223238143.66;3;702.476;796.9832;544.62006;651.08075
13970;2.762;42449108.99;117249363.13;1;642.6629;659.8961;488.50656;327.44962
13971;5069364.948;8521.77;43199963897.47;100;-0.110778;-0.115729;-28.038614;-24.636866
13972;2726268.693;20037.66;54628038221.63;39;11.36151;11.276152;9.432372;-2.047794
13973;2253451.183;14631.54;32971450630.29;6;24.431494;30.084599;17.547537;-34.355568
13974;426409.081;15221.69;6490668022.20;3;24.431496;30.084599;22.963346;-67.51718
13975;10630250.141;14921.38;158618051110.76;6;24.431496;30.084599;20.582909;-62.42393
13976;1633546.573;5829.66;9523023150.51;1;17.112888;-56.080624;4.130781;-41.69283
13977;95953992.157;3103.90;297831155650.63;10;15.911047;-51.071518;4.989225;-66.12073
13978;10000;730.48;7304767.69;1;-99.99993;-99.997055;-98.948875;0.0
13979;457237748.734;39165.46;17907926891243.27;717901;8.894771;12.056581;13.142941;13.001205
13980;919441.952;46136.33;42419680365.02;1914;10.120615;10.535257;15.33694;15.279022
13981;260403.619;47678.48;12415649193.80;1004;10.285867;10.689301;15.568012;15.584812
13982;1090950.482;46423.34;50645562987.58;2917;10.23076;10.61606;15.416454;15.370518
13983;29054263.236;45155.75;1311966938768.15;18866;10.065582;10.422214;15.187239;15.144352
13984;2633802.337;46038.76;121257003531.37;3458;10.175674;10.535195;15.306765;15.278872
13985;22931525.799;29392.79;674021504957.54;374693;10.016128;7.824125;16.050024;15.742444
13986;5765814.518;18218.48;105044352253.21;3393;5.787601;13.798638;22.935661;17.510445
13987;648334.084;66343.17;43012538735.68;4985;-1.893257;78.231865;72.51449;39.129375
13988;15935234.205;35990.01;573509309486.01;7430;11.123638;0.0;0.0;0.0
13989;0;10000.00;0.01;2;0.0;0.0;0.0;0.0
13990;74701036.54;20806.01;1554230572688.07;5862;9.658907;12.201398;13.210753;13.019086
13991;16183031.046;10224.47;165462994383.95;1928;6.08351;4.679355;5.958987;4.208993
13992;2459597.419;10331.33;25410915788.24;2;6.615166;5.20401;6.490023;4.732707
13993;4224311.106;10420.45;44019210616.11;305;9.091215;11.181248;13.028251;-6.192306
13994;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
13995;22333989.62;13295.74;296946891535.94;2380;9.878719;20.215118;-0.645614;2.838168
13996;13243667.682;13582.63;179883813809.00;78;9.878719;20.545053;-0.345802;3.147569
13997;71390580.042;48197.13;3440820719753.88;4;20.003613;14.393099;1.649001;6.839646
13998;101135.383;23690.34;2395931414.01;12;-7.378989;-7.856344;12461.459;710.33655
13999;4603822.436;3009.96;13857307108.66;8;-1.185494;-1.061982;-25.145227;-11.136991
14000;3585964.997;6054.19;21710107327.26;4;-0.60418;336.2985;-19.477371;-10.954244
14001;23249377.189;2686.55;62460715315.75;12;-0.281298;-21.141333;-7.832616;-7.873593
14002;187517358.864;13662.54;2561964027031.34;8;21.72361;9.817731;2.4115;0.885133
14003;308462320.167;3152.58;972451784888.52;16;21.537313;20.117931;6.25601;8.682927
14004;3187058.125;2078.33;6623765210.87;2;110.05206;-71.724236;-60.570484;-83.5422
14005;2749298.939;16213.15;44574800423.43;5;-0.535476;-1.622724;10.919784;-0.842502
14006;28243924.754;16631.82;469747889547.77;39;1.557548;1.03097;-15.254549;-8.377259
14007;23047756.757;46629.15;1074697219741.24;18;20.74395;20.01939;6.452598;2382.0793
14008;49730230.964;16035.79;797463379811.47;2;-0.058389;-4.687879;-7.464654;7.618429
14009;47285902.636;11738.75;555077263996.41;2;-0.083871;10.220043;9.266317;11.720653
14010;4098886.512;17894.43;73347253203.17;2;-1.886936;-16.544992;-5.999051;-25.714733
14011;53108767.445;11863.99;630081909552.67;2;-0.059218;-2.894602;41.887497;0.0
14012;2642988.834;246626.91;651832157222.56;5763;8.067379;9.155986;11.657699;10.306887
14013;538253.703;80751.72;43464913072.26;1265;8.319968;8.317594;11.386914;10.228547
14014;169633.625;22844.72;3875233343.26;236;14.84356;13.532486;14.235145;13.334803
14015;87608.824;21664.77;1898024957.45;48;11.738736;11.891484;11.890645;11.498013
14016;6970720.087;12734.79;88770652520.16;186;10.796439;12.357977;13.769534;12.413334
14017;17803865.763;21966.87;391094734084.64;2336;9.202844;11.463901;12.641061;12.404767
14018;4295473.512;73549.81;315931273457.00;1345;9.874085;11.991103;12.788028;12.504654
14019;416226.675;11660.63;4853454180.63;2;11.595595;10.366266;5.768417;6.468357
14020;159656.824;223949.36;35755043849.84;3;8.931799;11.732181;12.021706;12.371711
14021;836154.605;218376.11;182596189313.39;3208;8.397915;11.184611;11.473175;11.821242
14022;141346.521;223950.22;31654585004.45;6;8.931799;11.732181;12.022163;12.371939
14023;25036.675;218356.26;5466914724.35;446;8.397915;11.184611;11.452258;11.810808
14024;993027.659;10998.71;10922026261.03;2;9.688108;12.507879;12.799869;0.0
14025;27115.787;232040.18;6291952157.60;8;9.688108;12.507879;12.799869;13.152067
14026;50.043;208756.43;10446782.69;4;7.450018;10.212347;10.498372;10.843412
14027;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
14028;884347.612;15355.98;13577704534.19;32;6.751594;8.922367;9.110489;9.83168
14029;129753.258;16474.05;2137562014.18;1;8.223826;10.424452;10.615162;11.34627
14030;802213.198;17068.50;13692578524.58;8;8.975233;11.191096;11.383126;12.119297
14031;0;10000.00;0.00;0;0.0;0.0;0.0;0.0
14032;8398.868;16061.15;134895502.15;9;7.693403;9.883274;10.07305;10.800585
14033;3065527.35;12244.51;37535866600.10;4;8.223825;10.424452;10.613731;11.345554
14034;1956634.705;16063.65;31430691694.45;123;7.693402;9.883273;10.075585;10.801855
14035;3416.459;9155.42;31279101.70;2;4.860467;6.147155;-15.216168;0.0
14036;3958825.602;10222.67;40469766647.97;2;8.476018;9.806948;0.0;0.0
14037;565362.224;6341.70;3585355335.32;15;1.47392;-9.074753;-12.459345;-10.968306
14038;457930.939;4001.62;1832465238.87;10;6.312691;-4.651453;-15.271962;-8.598159
14039;332618.044;10129.52;3369260991.66;4;5.040858;-2.030451;-23.272682;-11.513937
14040;1077728.443;15874.73;17108646637.23;30;-0.399388;-0.985762;-2.2147;-1.864565
14041;743826.44;6687.05;4974001919.11;13;0.043479;-1.462588;-5.017751;-4.406627
14042;979795.648;9414.83;9224610353.48;17;4.771035;4.112283;-10.91627;-4.387367
14043;662435.079;1502.03;994998751.12;4;-6.631054;-10.995419;-30.904688;-28.439865
14044;1260323.19;6948.37;8757190352.19;2;4.293856;3.185864;-0.492221;1.359223
14045;521908.489;4219.87;2202385538.93;7;2.487872;-0.28662;-5.889143;-4.411498
14046;852671.53;204.22;174136708.05;12;-33.525898;-37.040504;-94.66476;-79.18333
14047;359089.931;4517.66;1622244920.99;3;21.53465;17.56439;8.696266;11.15875
14048;699145.116;7753.48;5420808543.63;15;7.185885;9.730559;-5.351728;7.877221
14049;1100602.426;19068.94;20987326734.69;1;6.725686;14.057496;1.237282;6.192695
14050;70273.906;10561.43;742193138.44;1;6.943869;15.304931;2.287331;7.390185
14051;6677360.742;19198.95;128198301032.94;88;6.661763;13.694309;0.932296;6.00539
14052;20878.284;17683.88;369209066.65;7;8.380945;11.169506;11.078397;11.057715
14053;216036.635;17027.05;3678466297.20;25;7.531036;10.295365;10.207009;10.186683
14054;1254.526;18023.09;22610428.19;2;8.810919;11.608078;11.518672;11.498106
14055;251250.544;17434.43;4380410208.27;357;8.060662;10.841008;10.750168;10.729546
14056;42361.305;2128.03;90146073.20;2;7.63655;10.403585;10.315137;10.29479
14057;1108926.016;16673.52;18489705335.96;556;9.230492;11.829129;12.41927;12.502704
14058;4274468.907;10542.60;45064015548.39;2;9.771121;12.382584;0.0;0.0
14059;2942429.947;17275.87;50833027254.93;22;9.98887;12.605499;13.199725;13.283737
14060;20308781.7;16123.93;327457326723.38;1208;8.165013;10.738372;11.322772;11.405396
14061;5966317.609;12806.62;76408336142.80;1;9.98887;12.605499;13.199725;13.283737
14062;179585.682;16928.55;3040125166.80;19;9.55423;12.160547;12.752432;12.836114
14063;8579181.087;12727.28;109189624533.96;1;9.98887;12.605499;13.199725;13.283737
14064;27221388.066;16673.11;453865090534.81;12;9.230492;11.829129;12.41927;12.502704
14065;3629029.605;16423.07;59599814072.55;9;8.908657;11.499658;12.088065;12.171255
14066;12558473.329;12762.57;160278417432.55;3;9.771121;12.382584;12.975637;13.059484
14067;18999.792;13014.98;247281987.49;3;10.207477;12.829294;13.4247;13.508878
14068;12704.673;16154.92;205242958.74;2;8.801798;11.390263;11.978094;12.061202
14069;45814.419;12381.75;567262821.57;3;8.908658;11.499658;12.088065;12.171255
14070;949834.97;10848.54;10304324423.75;2;9.662568;12.271456;12.863925;0.0
14071;293452.144;13218.05;3878863785.23;24;7.662016;11.360074;10.972902;10.982445
14072;452302.833;11536.92;5218181449.85;11;7.780591;13.188612;10.673312;10.917037
14073;46659846.234;10276.15;479483615878.89;2;9.085592;10.746333;0.0;0.0
14074;23416596.777;10186.76;238539189987.35;1;9.625505;11.294444;0.0;0.0
14075;4336701.279;1089.34;4724145049.61;6;-5.16244;-37.993767;-45.81652;-33.948833
14076;232023.486;22950.18;5324981519.07;10;8.767089;11.342348;11.394007;11.100039
14077;3681666.49;23400.29;86152063219.09;88;9.193969;11.779307;11.831168;11.536049
14078;5601902.104;13782.92;77210557453.34;3;11.26815;13.90246;13.955304;13.654594
14079;6257523.918;24383.09;152577760937.01;28;10.549775;13.167124;13.219627;12.920853
14080;15158180.09;23627.30;358146904497.07;13;9.408665;11.999072;12.051035;11.755335
14081;159.707;11267.79;1799549.58;1;10.275875;12.886824;12.939191;12.641155
14082;485450.808;12128.00;5887549138.11;9;8.660889;11.23364;11.285249;10.991566
14083;228313.842;23418.75;5346824324.95;234;9.516329;12.109277;12.161292;11.865303
14084;1571595.724;23819.08;37433964427.26;95;9.949106;12.552273;12.604492;12.307337
14085;1336540.495;16264.80;21738564314.34;68;10.460644;11.995721;14.217924;12.94061
14086;243420.629;4354.07;1059869436.69;4;0.00969;-70.42579;-75.477646;-8.046803
14087;9208970.768;10710.86;98635984081.90;6;3.776189;5.214652;2.905295;-5.382323
14088;16635456.894;11456.24;190579721000.77;2;6.240377;0.118927;-2.248046;4.699296
14089;3908812.475;23814.02;93084551955.20;4272;9.39885;9.963085;14.34475;12.597716
